geocell_id,country,cluster_id,count,indices,centroid_lat,centroid_lng
11,Ukraine,3,5,"[86823, 151027, 151028, 151032, 197339]",50.16363046057683,36.044883942084034
11,Ukraine,1,7,"[150895, 150975, 150863, 150865, 150965, 151046, 163532]",50.16363046057683,36.044883942084034
11,Ukraine,2,8,"[150842, 150844, 150845, 150941, 150942, 151036, 151078, 163529]",50.16363046057683,36.044883942084034
12,Ukraine,0,18,"[86875, 86684, 86532, 86884, 86363, 86364, 86691, 86361, 86354, 86872, 86873, 86874, 86357, 86358, 86686, 86879, 86353, 86355]",45.481112923938426,33.86354682144824
13,Ukraine,0,15,"[163924, 86438, 86594, 163832, 86742, 86731, 86577, 86748, 86962, 163925, 163926, 197333, 86417, 86431, 163929]",48.7318229886175,26.73363216819598
13,Ukraine,1,6,"[86734, 86737, 163911, 86404, 86570, 86745]",48.7318229886175,26.73363216819598
13,Ukraine,-1,1,[86389],48.7318229886175,26.73363216819598
14,Ukraine,0,16,"[163528, 87027, 86492, 163436, 163440, 86633, 86638, 86831, 87025, 163429, 163432, 86617, 86467, 86811, 86829, 87026]",49.864854229566696,28.393940914779403
14,Ukraine,1,14,"[86449, 86612, 86807, 87009, 163641, 86464, 86466, 163534, 86609, 87004, 163632, 163633, 163634, 86448]",49.864854229566696,28.393940914779403
14,Ukraine,3,3,"[86806, 87023, 86642]",49.864854229566696,28.393940914779403
14,Ukraine,-1,2,"[86824, 86487]",49.864854229566696,28.393940914779403
14,Ukraine,2,6,"[163733, 163734, 163735, 163736, 86604, 86993]",49.864854229566696,28.393940914779403
15,Ukraine,0,6,"[86647, 86652, 86502, 86506, 86664, 86666]",51.08160042130801,30.574557284794242
15,Ukraine,1,8,"[86509, 86512, 86520, 86521, 86661, 86669, 86671, 86855]",51.08160042130801,30.574557284794242
16,Ukraine,-1,10,"[86656, 163350, 150750, 163344, 163450, 163452, 150698, 150778, 150782, 150783]",50.78574966520654,30.40005988702625
16,Ukraine,0,10,"[150688, 150691, 150699, 150784, 150785, 150788, 150789, 150795, 150839, 163345]",50.78574966520654,30.40005988702625
16,Ukraine,1,4,"[150690, 150694, 150793, 150794]",50.78574966520654,30.40005988702625
16,Ukraine,2,6,"[150695, 150696, 150697, 150796, 150838, 197259]",50.78574966520654,30.40005988702625
17,Ukraine,0,14,"[86482, 86836, 86838, 150692, 150693, 150790, 150791, 150836, 150837, 163453, 197260, 150797, 150798, 163354]",50.48342086491685,31.290383400776484
18,Ukraine,-1,10,"[150614, 150616, 150625, 150634, 150669, 150679, 150683, 150687, 163449, 163451]",50.456638835563396,30.631280125550862
18,Ukraine,0,9,"[150629, 150641, 150658, 150717, 150724, 150726, 150739, 150751, 150757]",50.456638835563396,30.631280125550862
18,Ukraine,3,16,"[150661, 150664, 150665, 150666, 150672, 150674, 150731, 150734, 150744, 150746, 150748, 150756, 150759, 150771, 150781, 150824]",50.456638835563396,30.631280125550862
18,Ukraine,1,4,"[150676, 150678, 150828, 150829]",50.456638835563396,30.631280125550862
18,Ukraine,4,2,"[150685, 150787]",50.456638835563396,30.631280125550862
18,Ukraine,2,6,"[150689, 150786, 196634, 196635, 196636, 196637]",50.456638835563396,30.631280125550862
19,Ukraine,0,6,"[86491, 150647, 150733, 150812, 150818, 150825]",50.425046490008164,30.550004459926228
19,Ukraine,2,9,"[150609, 150613, 150617, 150619, 150705, 150707, 150710, 150714, 150806]",50.425046490008164,30.550004459926228
19,Ukraine,1,9,"[150620, 150622, 150628, 150636, 150642, 150709, 150713, 150716, 150808]",50.425046490008164,30.550004459926228
19,Ukraine,-1,8,"[150631, 150637, 150650, 150704, 150728, 150730, 150805, 163447]",50.425046490008164,30.550004459926228
20,Ukraine,-1,5,"[150667, 150675, 150681, 150780, 150830]",50.49705698184875,30.44354675882386
20,Ukraine,0,6,"[150677, 150760, 150765, 150767, 150769, 150827]",50.49705698184875,30.44354675882386
20,Ukraine,1,6,"[150684, 150774, 150775, 197256, 197257, 197258]",50.49705698184875,30.44354675882386
20,Ukraine,3,4,"[150686, 150792, 150835, 163455]",50.49705698184875,30.44354675882386
20,Ukraine,2,4,"[150770, 150772, 150776, 150833]",50.49705698184875,30.44354675882386
21,Ukraine,0,13,"[150638, 150645, 150646, 150648, 150651, 150652, 150725, 150727, 150743, 150745, 150814, 150816, 150817]",50.463048143267905,30.467504639496223
21,Ukraine,-1,16,"[150643, 150656, 150663, 150668, 150670, 150671, 150673, 150754, 150755, 150758, 150761, 150762, 150773, 150779, 150826, 150831]",50.463048143267905,30.467504639496223
21,Ukraine,1,23,"[150654, 150655, 150657, 150659, 150660, 150662, 150729, 150732, 150736, 150737, 150738, 150740, 150741, 150742, 150747, 150752, 150753, 150813, 150819, 150820, 150821, 150822, 150823]",50.463048143267905,30.467504639496223
21,Ukraine,2,10,"[150680, 150682, 150749, 150763, 150764, 150766, 150768, 150777, 150832, 150834]",50.463048143267905,30.467504639496223
22,Ukraine,-1,4,"[150603, 150612, 150618, 150627]",50.42115151512685,30.459776503040672
22,Ukraine,0,4,"[150607, 150703, 150706, 150801]",50.42115151512685,30.459776503040672
22,Ukraine,2,11,"[150621, 150630, 150639, 150640, 150644, 150653, 150720, 150723, 150735, 150810, 150815]",50.42115151512685,30.459776503040672
22,Ukraine,1,9,"[150623, 150626, 150632, 150633, 150649, 150712, 150715, 150719, 150811]",50.42115151512685,30.459776503040672
23,Ukraine,0,10,"[86556, 164006, 164107, 164111, 164112, 164113, 164115, 164117, 86718, 86912]",47.88838606593207,33.15103388576239
24,Ukraine,0,15,"[86936, 86393, 86388, 86730, 86401, 86566, 86943, 86947, 86562, 86931, 86744, 86750, 86753, 86767, 163818]",48.48057653291607,33.93203834170963
25,Ukraine,0,11,"[86470, 86472, 86485, 86630, 86631, 87022, 163430, 86490, 86650, 86476, 86481]",50.23674096167888,24.112307295135423
26,Ukraine,0,11,"[163523, 163524, 163527, 163643, 163644, 196629, 196630, 86463, 87010, 163646, 196628]",49.89207468298221,23.748395701115186
27,Ukraine,0,17,"[86611, 86430, 86614, 163737, 163728, 86451, 86455, 86794, 86995, 86623, 86810, 86812, 86785, 86984, 163729, 86613, 86808]",49.48119540494505,23.437635527528858
28,Ukraine,0,13,"[86397, 86414, 86415, 86429, 86960, 86971, 86443, 86982, 86420, 86964, 86970, 86955, 86406]",48.85662593209261,23.52548607559613
29,Ukraine,0,12,"[86916, 86909, 151629, 151631, 151635, 151643, 151645, 151648, 151711, 151722, 151783, 151794]",47.95849006623189,38.45430939441002
30,Ukraine,0,11,"[86557, 86559, 86917, 86399, 86746, 86948, 86934, 86942, 86735, 86740, 151712]",49.12817149341427,38.149248669343045
30,Ukraine,-1,5,"[86452, 86822, 86561, 86621, 86739]",49.12817149341427,38.149248669343045
30,Ukraine,4,4,"[86990, 86459, 86801, 86976]",49.12817149341427,38.149248669343045
30,Ukraine,2,6,"[87001, 86447, 86603, 86442, 86444, 86592]",49.12817149341427,38.149248669343045
30,Ukraine,1,10,"[86581, 86423, 86959, 86582, 86758, 86432, 86584, 86760, 86766, 86770]",49.12817149341427,38.149248669343045
30,Ukraine,3,5,"[86816, 87015, 87008, 87011, 87013]",49.12817149341427,38.149248669343045
31,Ukraine,0,13,"[86701, 164212, 164213, 86541, 86704, 86705, 86901, 86703, 86893, 86375, 86702, 86898, 86899]",47.279044665833126,31.809264750921457
31,Ukraine,1,4,"[86370, 86698, 86700, 86900]",47.279044665833126,31.809264750921457
31,Ukraine,2,9,"[86377, 86378, 86547, 86906, 86907, 86716, 86379, 86713, 86908]",47.279044665833126,31.809264750921457
32,Ukraine,0,14,"[86919, 86895, 164015, 86552, 164116, 86542, 86706, 86904, 86905, 86546, 86544, 86714, 86374, 86720]",47.610766895076694,30.47106174073244
33,Ukraine,0,6,"[86365, 86533, 86693, 86534, 86886, 86692]",45.912460487711975,29.444967468450688
33,Ukraine,1,14,"[86367, 86366, 86368, 86887, 86889, 151086, 151096, 151100, 151101, 151179, 151186, 151244, 151249, 164307]",45.912460487711975,29.444967468450688
34,Ukraine,-1,19,"[86369, 86535, 151131, 151137, 151148, 151157, 151159, 151162, 151163, 151164, 151210, 151223, 151232, 151237, 151239, 151240, 151292, 151295, 151313]",46.561532155055595,30.366465288744607
34,Ukraine,1,12,"[151135, 151145, 151149, 151150, 151151, 151153, 151154, 151225, 151226, 151233, 151290, 151311]",46.561532155055595,30.366465288744607
34,Ukraine,2,5,"[151155, 151156, 151227, 151229, 151235]",46.561532155055595,30.366465288744607
34,Ukraine,3,6,"[151158, 151160, 151236, 151238, 151312, 151314]",46.561532155055595,30.366465288744607
34,Ukraine,0,7,"[151228, 151230, 151231, 151234, 151289, 151291, 151293]",46.561532155055595,30.366465288744607
35,Ukraine,0,14,"[86427, 164099, 86558, 86381, 163928, 86736, 163904, 86755, 163922, 163927, 86560, 164114, 86416, 86926]",48.36522420915261,29.564356921033763
36,Ukraine,-1,119,"[151080, 151081, 151082, 151083, 151084, 151085, 151090, 151092, 151093, 151098, 151099, 151103, 151106, 151107, 151108, 151114, 151115, 151116, 151117, 151118, 151120, 151125, 151126, 151128, 151129, 151130, 151132, 151133, 151134, 151136, 151138, 151139, 151140, 151141, 151142, 151144, 151152, 151161, 151166, 151167, 151168, 151170, 151171, 151173, 151178, 151182, 151183, 151184, 151189, 151190, 151191, 151194, 151195, 151199, 151200, 151202, 151203, 151206, 151207, 151208, 151209, 151211, 151212, 151213, 151214, 151215, 151216, 151217, 151218, 151219, 151220, 151221, 151222, 151224, 151241, 151242, 151243, 151245, 151248, 151250, 151251, 151253, 151257, 151259, 151262, 151265, 151268, 151269, 151270, 151272, 151273, 151274, 151276, 151278, 151280, 151281, 151282, 151283, 151284, 151285, 151286, 151287, 151294, 151297, 151298, 151299, 151302, 151303, 151306, 151308, 151309, 151310, 151315, 151317, 151318, 164309, 164310, 197326, 197327]",46.449686548392364,30.71844134614615
36,Ukraine,1,11,"[151091, 151097, 151172, 151174, 151175, 151176, 151177, 151180, 151254, 151255, 164308]",46.449686548392364,30.71844134614615
36,Ukraine,5,11,"[151095, 151104, 151113, 151121, 151193, 151256, 151258, 151260, 151261, 151300, 151319]",46.449686548392364,30.71844134614615
36,Ukraine,2,11,"[151105, 151110, 151181, 151185, 151187, 151188, 151192, 151263, 151264, 151266, 151301]",46.449686548392364,30.71844134614615
37,Ukraine,0,6,"[86627, 86830, 86837, 86839, 163438, 163445]",50.017498537457286,31.44831281678211
37,Ukraine,1,5,"[87020, 86456, 86802, 86804, 87007]",50.017498537457286,31.44831281678211
38,Ukraine,0,11,"[163631, 86798, 86799, 86999, 163635, 163637, 86620, 86622, 86446, 86818, 87021]",49.603744878877464,34.895269179294715
38,Ukraine,-1,2,"[86461, 86465]",49.603744878877464,34.895269179294715
38,Ukraine,1,2,"[86809, 87018]",49.603744878877464,34.895269179294715
39,Ukraine,0,15,"[86587, 163824, 163826, 86774, 86781, 163822, 163827, 163828, 86435, 86778, 86972, 163725, 86973, 197335, 197336]",49.04116106780738,33.84885469373832
40,Ukraine,0,11,"[86495, 86494, 86649, 163355, 163356, 163357, 163358, 86645, 86648, 86843, 163359]",50.67086798468691,25.824581819715245
40,Ukraine,1,9,"[86503, 163361, 163362, 196553, 197261, 197262, 86496, 86660, 163363]",50.67086798468691,25.824581819715245
41,Ukraine,-1,7,"[86514, 86641, 86841, 86654, 86853, 86643, 163454]",50.64775887761546,34.50910048479951
41,Ukraine,0,4,"[86493, 86498, 86644, 196552]",50.64775887761546,34.50910048479951
41,Ukraine,1,8,"[86508, 86662, 86663, 86667, 86858, 86849, 86850, 86851]",50.64775887761546,34.50910048479951
42,Ukraine,0,12,"[163262, 86517, 86668, 86866, 163176, 163177, 86513, 86665, 163265, 163266, 86510, 86677]",51.53518943769958,33.15548971481292
42,Ukraine,-1,5,"[86500, 86659, 86524, 86518, 86523]",51.53518943769958,33.15548971481292
42,Ukraine,1,7,"[86528, 86678, 86869, 86870, 86680, 86867, 86683]",51.53518943769958,33.15548971481292
43,Ukraine,0,12,"[163823, 86951, 86761, 86764, 86966, 163819, 163821, 86773, 86780, 86979, 86980, 163829]",48.96917977414315,26.131344455478423
44,Ukraine,0,9,"[86791, 86786, 86787, 86789, 86983, 86989, 86616, 86784, 86991]",49.78519673738868,25.29576354621097
44,Ukraine,-1,12,"[86985, 86803, 87006, 86636, 86842, 86473, 86475, 86629, 86815, 86632, 87024, 87012]",49.78519673738868,25.29576354621097
44,Ukraine,1,16,"[86460, 86800, 163638, 86595, 86602, 163730, 86454, 163630, 163636, 196626, 196627, 197337, 197338, 86610, 163740, 86788]",49.78519673738868,25.29576354621097
45,Ukraine,0,17,"[86488, 86639, 163346, 163435, 86835, 163433, 197340, 197341, 163550, 86825, 163540, 163542, 86497, 86501, 86471, 86820, 87019]",50.23994297566281,26.901201966116574
46,Ukraine,0,14,"[86575, 86747, 164017, 164018, 86410, 86411, 86757, 163923, 86402, 86405, 86569, 86765, 86965, 86974]",48.599371054948676,28.123150250942814
47,Ukraine,0,16,"[86425, 86777, 86439, 163723, 163724, 163834, 86590, 86598, 86599, 86779, 163726, 163727, 163830, 86600, 86783, 86428]",49.13014580475988,28.7690684944756
48,Ukraine,-1,11,"[86511, 86861, 163261, 86525, 86675, 86679, 86682, 86519, 86862, 86507, 86847]",51.39021580752236,26.066770744284327
48,Ukraine,0,6,"[86526, 86527, 86516, 86522, 163267, 163269]",51.39021580752236,26.066770744284327
48,Ukraine,1,7,"[86670, 86673, 86863, 163268, 86676, 86854, 86860]",51.39021580752236,26.066770744284327
49,Ukraine,0,11,"[163264, 86505, 86658, 86848, 163364, 86857, 45913, 86846, 163360, 86865, 163263]",51.06912340004268,24.272763214431137
50,Ukraine,-1,3,"[86585, 86918, 86963]",48.522062131082045,22.651333125810154
50,Ukraine,0,8,"[163906, 86396, 86565, 86751, 86956, 163920, 163921, 86564]",48.522062131082045,22.651333125810154
50,Ukraine,1,4,"[86921, 86724, 86923, 164016]",48.522062131082045,22.651333125810154
51,Ukraine,0,12,"[86707, 164214, 86888, 86372, 86903, 86694, 86711, 86712, 164098, 86543, 86382, 86920]",46.96209793242913,33.95370907115142
51,Ukraine,1,10,"[86896, 86695, 86699, 86897, 86536, 86538, 86697, 86696, 86892, 86894]",46.96209793242913,33.95370907115142
51,Ukraine,-1,1,[86545],46.96209793242913,33.95370907115142
52,Ukraine,-1,9,"[86548, 86929, 86939, 48263, 86394, 86708, 86709, 86981, 86997]",48.34138586204637,35.864694914730045
52,Ukraine,2,7,"[86591, 86593, 86424, 86426, 86583, 86763, 86961]",48.34138586204637,35.864694914730045
52,Ukraine,3,5,"[86434, 86769, 86776, 86437, 86978]",48.34138586204637,35.864694914730045
52,Ukraine,0,6,"[86553, 86911, 86913, 86914, 164105, 164106]",48.34138586204637,35.864694914730045
52,Ukraine,1,5,"[86732, 86930, 164021, 164022, 164024]",48.34138586204637,35.864694914730045
53,Ukraine,0,10,"[86715, 86710, 86371, 86540, 86902, 86537, 86890, 86539, 86373, 86376]",47.40191305613371,36.775161887164124
54,Ukraine,0,11,"[86380, 86550, 86910, 164100, 164101, 164102, 164103, 164104, 164108, 164109, 164110]",47.823726283648696,35.164514700142995
55,Ukraine,0,12,"[163351, 86840, 86646, 163347, 86852, 163256, 163257, 86504, 86856, 163255, 86499, 86655]",50.966515994838794,28.40609542588835
56,Ukraine,-1,5,"[86986, 86433, 86624, 87000, 87014]",49.83725760688275,29.95068262721552
56,Ukraine,0,11,"[163640, 163642, 86607, 86608, 86998, 86462, 86813, 86601, 86988, 86790, 86996]",49.83725760688275,29.95068262721552
56,Ukraine,1,7,"[86478, 86827, 86833, 163431, 86486, 86832, 163427]",49.83725760688275,29.95068262721552
56,Ukraine,2,6,"[163456, 196638, 196639, 196640, 163353, 86640]",49.83725760688275,29.95068262721552
57,Ukraine,-1,8,"[150605, 150807, 163437, 163442, 196633, 163439, 163441, 163444]",50.360867149021075,30.626538473874145
57,Ukraine,0,5,"[163443, 163446, 86489, 150702, 150802]",50.360867149021075,30.626538473874145
57,Ukraine,1,9,"[150600, 150604, 150700, 150701, 150799, 150800, 150803, 197342, 197343]",50.360867149021075,30.626538473874145
57,Ukraine,2,17,"[150601, 150602, 150606, 150608, 150610, 150611, 150615, 150624, 150635, 150708, 150711, 150718, 150721, 150722, 150804, 150809, 163448]",50.360867149021075,30.626538473874145
58,Ukraine,0,6,"[86771, 86422, 86440, 163833, 163835, 196550]",48.495001172980665,32.234621607556015
58,Ukraine,1,9,"[86756, 86398, 86400, 86741, 86743, 86949, 163914, 163916, 86725]",48.495001172980665,32.234621607556015
58,Ukraine,-1,9,"[86567, 86940, 86549, 86551, 86717, 86576, 86578, 86421, 86925]",48.495001172980665,32.234621607556015
58,Ukraine,2,6,"[86586, 86768, 86968, 86975, 86412, 86954]",48.495001172980665,32.234621607556015
59,Ukraine,-1,13,"[86445, 86453, 86589, 86775, 86619, 86797, 86450, 86628, 86817, 86441, 86596, 86782, 163836]",49.54261578719626,32.343047569459344
59,Ukraine,3,10,"[86457, 87005, 86605, 163639, 86468, 87017, 163546, 86484, 163544, 86474]",49.54261578719626,32.343047569459344
59,Ukraine,0,7,"[86772, 86977, 163831, 86597, 86606, 86992, 86994]",49.54261578719626,32.343047569459344
59,Ukraine,2,9,"[86458, 86792, 86793, 87003, 86987, 163739, 163731, 163732, 163738]",49.54261578719626,32.343047569459344
59,Ukraine,1,6,"[86615, 87002, 86795, 86796, 86618, 86805]",49.54261578719626,32.343047569459344
60,Ukraine,0,17,"[86657, 163259, 163260, 163348, 163349, 163352, 86651, 86653, 86844, 86845, 86515, 163258, 86483, 163434, 86635, 86637, 163428]",50.69209712387505,32.28360851729438
61,Ukraine,0,15,"[86871, 86529, 86681, 86674, 163171, 163172, 163173, 197263, 197264, 86672, 86859, 86864, 163174, 163175, 86868]",51.70609220068102,31.287992134083602
62,Ukraine,0,5,"[86387, 86726, 86391, 86727, 86937]",48.10770302746077,25.55364122529372
62,Ukraine,1,9,"[86390, 86722, 86922, 86928, 86933, 164020, 86723, 164014, 164019]",48.10770302746077,25.55364122529372
63,Ukraine,0,18,"[86883, 86882, 86531, 86687, 86689, 86878, 86880, 86360, 86356, 86359, 86530, 86690, 86881, 86362, 86688, 86685, 86876, 86877]",45.17987264252265,35.18444361437117
64,Ukraine,-1,2,"[86579, 86588]",48.69483133631231,34.96916315070533
64,Ukraine,0,5,"[163908, 163909, 163912, 86392, 86403]",48.69483133631231,34.96916315070533
64,Ukraine,1,19,"[86568, 86950, 151411, 151413, 151414, 151496, 151507, 151509, 151510, 151546, 151549, 151550, 151551, 151552, 151553, 151554, 151555, 163918, 163919]",48.69483133631231,34.96916315070533
65,Ukraine,-1,95,"[86935, 151320, 151321, 151324, 151328, 151329, 151330, 151331, 151332, 151333, 151334, 151335, 151337, 151341, 151342, 151346, 151349, 151350, 151352, 151357, 151370, 151371, 151375, 151376, 151383, 151387, 151388, 151389, 151390, 151396, 151397, 151398, 151399, 151406, 151407, 151408, 151409, 151410, 151415, 151417, 151418, 151420, 151422, 151423, 151424, 151426, 151429, 151430, 151436, 151437, 151439, 151440, 151441, 151442, 151444, 151447, 151453, 151468, 151470, 151474, 151478, 151480, 151484, 151488, 151490, 151491, 151493, 151495, 151497, 151501, 151502, 151506, 151508, 151511, 151512, 151513, 151514, 151515, 151519, 151521, 151527, 151530, 151531, 151532, 151540, 151542, 151545, 151547, 151548, 151558, 151559, 163905, 163907, 163910, 163915]",48.46695669398907,35.04666257377049
65,Ukraine,8,9,"[151322, 151323, 151325, 151326, 151416, 151419, 151556, 163903, 197332]",48.46695669398907,35.04666257377049
65,Ukraine,4,9,"[151336, 151338, 151343, 151345, 151358, 151431, 151438, 151443, 151446]",48.46695669398907,35.04666257377049
65,Ukraine,1,9,"[151339, 151356, 151362, 151363, 151364, 151433, 151445, 151520, 151526]",48.46695669398907,35.04666257377049
65,Ukraine,0,9,"[151340, 151344, 151347, 151435, 151448, 151451, 151457, 151522, 151523]",48.46695669398907,35.04666257377049
65,Ukraine,2,11,"[151348, 151355, 151360, 151368, 151373, 151377, 151456, 151458, 151464, 151467, 151525]",48.46695669398907,35.04666257377049
65,Ukraine,3,9,"[151353, 151354, 151359, 151361, 151366, 151367, 151450, 151524, 151529]",48.46695669398907,35.04666257377049
65,Ukraine,5,11,"[151395, 151400, 151402, 151404, 151477, 151479, 151482, 151483, 151486, 151537, 151543]",48.46695669398907,35.04666257377049
65,Ukraine,6,10,"[151401, 151405, 151481, 151485, 151487, 151492, 151499, 151538, 151539, 151541]",48.46695669398907,35.04666257377049
65,Ukraine,7,11,"[151403, 151412, 151489, 151494, 151498, 151500, 151503, 151504, 151505, 151544, 163913]",48.46695669398907,35.04666257377049
66,Ukraine,0,13,"[151327, 151351, 151381, 151421, 151425, 151427, 151428, 151432, 151434, 151516, 151517, 151518, 151557]",48.44328030769231,34.973265230769236
67,Ukraine,0,12,"[151365, 151369, 151372, 151374, 151379, 151452, 151454, 151455, 151459, 151462, 151463, 151528]",48.46710141666667,35.047676
68,Ukraine,0,12,"[151378, 151385, 151392, 151394, 151449, 151460, 151471, 151472, 151473, 151475, 151534, 151536]",48.476155000000006,35.098563750000004
69,Ukraine,0,8,"[151380, 151382, 151384, 151391, 151393, 151461, 151465, 151535]",48.47589153846153,35.011777230769226
69,Ukraine,1,4,"[151386, 151469, 151476, 151533]",48.47589153846153,35.011777230769226
69,Ukraine,-1,1,[151466],48.47589153846153,35.011777230769226
70,Ukraine,0,10,"[86384, 86927, 151730, 151731, 151732, 151733, 151787, 151788, 151789, 151797]",48.17681305855069,37.73508098551684
71,Ukraine,0,8,"[86383, 151605, 151607, 151616, 151626, 151760, 151775, 151799]",48.00578636842106,37.76072194736842
71,Ukraine,1,9,"[151571, 151575, 151577, 151582, 151583, 151675, 151742, 151745, 151790]",48.00578636842106,37.76072194736842
71,Ukraine,-1,2,"[151587, 151593]",48.00578636842106,37.76072194736842
72,Ukraine,-1,127,"[86554, 86555, 151560, 151561, 151562, 151563, 151564, 151565, 151566, 151567, 151568, 151569, 151570, 151572, 151578, 151579, 151580, 151581, 151585, 151586, 151589, 151595, 151597, 151598, 151602, 151606, 151614, 151617, 151618, 151620, 151621, 151622, 151623, 151624, 151630, 151633, 151634, 151636, 151637, 151638, 151639, 151640, 151641, 151642, 151644, 151646, 151647, 151649, 151650, 151651, 151652, 151653, 151654, 151655, 151656, 151657, 151658, 151659, 151660, 151661, 151662, 151663, 151665, 151666, 151668, 151669, 151671, 151676, 151680, 151681, 151683, 151688, 151693, 151696, 151699, 151703, 151704, 151705, 151706, 151708, 151709, 151710, 151714, 151715, 151716, 151717, 151718, 151719, 151720, 151721, 151723, 151724, 151725, 151726, 151727, 151728, 151729, 151734, 151735, 151736, 151737, 151738, 151739, 151741, 151744, 151751, 151752, 151764, 151766, 151767, 151769, 151770, 151777, 151779, 151780, 151781, 151782, 151784, 151785, 151786, 151793, 151795, 151796, 164007, 164011, 164012, 164013]",48.012009005882355,37.78647420588235
72,Ukraine,0,12,"[151573, 151584, 151596, 151664, 151670, 151679, 151743, 151748, 151749, 151750, 151757, 164008]",48.012009005882355,37.78647420588235
72,Ukraine,3,11,"[151588, 151592, 151604, 151611, 151632, 151674, 151682, 151701, 151761, 151773, 164010]",48.012009005882355,37.78647420588235
72,Ukraine,1,10,"[151600, 151619, 151685, 151686, 151690, 151691, 151698, 151754, 151765, 151768]",48.012009005882355,37.78647420588235
72,Ukraine,2,10,"[151625, 151628, 151702, 151707, 151713, 151771, 151772, 151774, 151776, 151778]",48.012009005882355,37.78647420588235
